filename,caption
Audi/1.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, ban ngày, trên đường."""
Audi/7.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ giữa cây cối."""
Audi/2.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, trên đường núi."""
Audi/4.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, trên đường."""
Audi/5.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ ở bãi xe."""
Audi/19.jpg,"""Xe Audi Q2 màu trắng, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/20.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, trên đường."""
Audi/11.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, trên đường quê."""
Audi/16.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào hoàng hôn, trên đường quê."""
Audi/15.jpg,"""Xe Audi Q2 màu xanh dương, kiểu SUV, chụp vào ban ngày, trên đường ven biển."""
Audi/14.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ ở sân bay."""
Audi/12.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, trên đường núi."""
Audi/17.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, dưới cầu vượt."""
Audi/10.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, trên đường rừng."""
Audi/18.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp trong sự kiện ra mắt."""
Audi/21.jpg,"""Xe Audi Q2 màu xanh lá, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường."""
Audi/25.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường phố với tường đỏ."""
Audi/22.jpg,"""Xe Audi Q2 màu vàng, kiểu SUV, chụp vào ban ngày, đang đỗ ngoài trời có cây cối và tòa nhà."""
Audi/29.jpg,"""Xe Audi Q2 màu xanh dương, kiểu SUV, chụp vào ban ngày, trên đường phố."""
Audi/24.jpg,"""Xe Audi Q2 màu xanh dương, kiểu SUV, chụp vào ban ngày, đang đỗ ở ven sông cùng hai người đi bộ."""
Audi/27.jpg,"""Xe Audi Q2 màu xám nhạt, kiểu SUV, chụp vào ban ngày, đang đỗ ven hồ."""
Audi/30.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp trong phòng trưng bày."""
Audi/31.jpg,"""Xe Audi Q2 màu đen, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/28.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ trước bức tường gỗ."""
Audi/26.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ dưới gầm cầu."""
Audi/35.jpg,"""Xe Audi Q2 màu cam, kiểu SUV, chụp vào ban ngày, trên sa mạc."""
Audi/40.jpg,"""Xe Audi Q2 màu đen, kiểu SUV, chụp vào ban ngày, đang đỗ trước tòa nhà."""
Audi/37.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban đêm, đang đỗ trong hẻm."""
Audi/45.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường đất."""
Audi/34.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ ở vùng đồi núi."""
Audi/33.jpg,"""Xe Audi Q2 màu xám đậm, kiểu SUV, chụp vào hoàng hôn, trên đường quê."""
Audi/44.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, trên đường phố."""
Audi/36.jpg,"""Xe Audi Q2 màu trắng, kiểu SUV, chụp vào ban ngày, đang chạy trên đường."""
Audi/38.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, đang chạy trên đường."""
Audi/32.jpg,"""Xe Audi Q2 màu bạc, kiểu SUV, chụp vào ban ngày, đang đỗ ở bãi xe."""
Audi/56.jpg,"""Xe Audi Q2 màu xám nhạt, kiểu SUV, chụp vào ban ngày, đang đỗ ven đường."""
Audi/59.jpg,"""Xe Audi Q2 màu xám đậm, kiểu SUV, chụp vào hoàng hôn, trên đường đất."""
Audi/46.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, đang đỗ dưới gốc cây."""
Audi/58.jpg,"""Xe Audi Q2 màu trắng, kiểu SUV, chụp vào ban ngày, trên đường quê."""
Audi/50.jpg,"""Xe Audi SQ2 màu trắng, kiểu SUV, chụp vào ban ngày, trên đường."""
Audi/49.jpg,"""Xe Audi Q2 màu xanh dương, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/57.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ dưới gầm cầu."""
Audi/60.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, trên đường phố."""
Audi/52.jpg,"""Xe concept Audi màu đỏ, kiểu SUV, ảnh render trong studio."""
Audi/51.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp nghiêng ban ngày, đang đỗ trước tường."""
Audi/64.jpg,"""Xe Audi Q2 màu trắng, kiểu SUV, chụp trong phòng trưng bày."""
Audi/69.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, đang đỗ dưới gầm cầu."""
Audi/76.jpg,"""Xe Audi Q2 màu đỏ, kiểu SUV, chụp vào ban ngày, trên đường núi."""
Audi/77.jpg,"""Xe Audi Q2 màu đen, kiểu SUV, chụp vào ban ngày, đang chạy trên đường cao tốc."""
Audi/65.jpg,"""Xe Audi Q2 màu xanh dương, kiểu SUV, chụp từ phía sau, đang đỗ trong thành phố."""
Audi/75.jpg,"""Xe Audi Q2 màu xám nhạt, kiểu SUV, chụp trong studio."""
Audi/71.jpg,"""Xe Audi Q2 màu trắng, kiểu SUV, trong lễ bàn giao xe tại showroom."""
Audi/74.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang chạy trên cầu."""
Audi/70.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào buổi tối, đang đỗ trước tòa nhà."""
Audi/61.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ trước tòa nhà hiện đại."""
Audi/78.jpg,"""Xe Audi Q2 màu xám, kiểu SUV, chụp vào ban ngày, đang chạy trên đường phố."""
Audi/80.jpg,"""Xe Audi Q2 màu xanh dương, kiểu SUV, chụp từ phía sau ban ngày, đang đỗ."""
Audi/81.jpg,"""Xe Audi A4 màu đen, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/84.jpg,"""Xe Audi A4 màu đen, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/85.jpg,"""Xe Audi A4 màu bạc, kiểu sedan, chụp từ phía sau, trong studio trên nền trắng."""
Audi/86.jpg,"""Xe Audi A4 màu đỏ, kiểu sedan, chụp trong studio."""
Audi/88.jpg,"""Xe Audi A4 màu xanh dương, kiểu sedan, chụp vào ban ngày, trên đường quê."""
Audi/89.jpg,"""Xe Audi A4 màu trắng, kiểu sedan, chụp vào ban ngày, đang chạy trên đường quê."""
Audi/90.jpg,"""Xe Audi A4 màu đen, kiểu sedan, chụp vào ban ngày, đang đỗ gần cầu."""
Audi/91.jpg,"""Xe Audi A4 màu xanh dương, kiểu sedan, chụp trong studio."""
Audi/93.jpg,"""Xe Audi A4 Avant màu xám, kiểu wagon, chụp vào ban ngày, đang chạy trên đường quê."""
Audi/92.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp cận cảnh phía trước, vào ban ngày."""
Audi/94.jpg,"""Xe Audi A4 màu bạc, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường phố."""
Audi/97.jpg,"""Xe Audi A4 màu trắng, kiểu sedan, chụp chính diện trong phòng trưng bày."""
Audi/99.jpg,"""Xe Audi A4 màu xanh dương, kiểu sedan, chụp vào hoàng hôn, đang đỗ dưới cây."""
Audi/100.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp vào ban ngày, đang đỗ ở bãi xe."""
Audi/101.jpg,"""Xe Audi A4 màu đen, kiểu sedan, chụp cận cảnh phía trước, vào ban ngày."""
Audi/102.jpg,"""Xe Audi A4 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, đang đỗ ở bãi xe."""
Audi/103.jpg,"""Xe Audi A4 màu bạc, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/105.jpg,"""Xe Audi A4 màu trắng, kiểu sedan, chụp vào ban ngày, đang đỗ ngoài trời."""
Audi/106.jpg,"""Xe Audi A4 màu đỏ, kiểu sedan, chụp trên sân khấu sự kiện ra mắt."""
Audi/107.jpg,"""Xe Audi A3 màu xám đen, kiểu sedan, ảnh render, trên đường ven biển."""
Audi/108.jpg,"""Xe Audi A4 màu trắng, kiểu sedan, chụp trong phòng trưng bày."""
Audi/110.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp nghiêng vào ban ngày, trên đường ven núi."""
Audi/111.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp vào ban ngày, đang chạy trên đường đèo."""
Audi/112.jpg,"""Xe Audi A4 Avant phiên bản thử nghiệm được ngụy trang, kiểu wagon, đang chạy trên đường."""
Audi/113.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường."""
Audi/115.jpg,"""Xe Audi A4 màu xanh dương, kiểu sedan, chụp trong sự kiện cùng một người đàn ông."""
